,Food ,Beer ,Smoke,Games,Books,Hshld,Clths,Hlth ,Chems,Txtls,Cnstr,Steel,FabPr,ElcEq,Autos,Carry,Mines,Coal ,Oil  ,Util ,Telcm,Servs,BusEq,Paper,Trans,Whlsl,Rtail,Meals,Fin  ,Other,RF
200011,4.95,4.71,4.66,-13.7,-4.76,0.67,4.58,1.32,-0.33,0.05,-1.91,-15.15,-9.22,-8.97,-12.7,-0.23,4.52,9.75,-2.04,3.61,-15.08,-18.81,-24.26,0.36,1.34,-6.11,-0.19,5.63,-4.97,-7.59,0.51
200012,6.01,-2.07,17.52,4.94,10.91,3.65,16.35,4.03,12.7,7.06,12.65,2.37,9.61,6.71,1.98,0.57,5.91,44.54,7.99,7.08,-3.73,-5.94,-7.63,11.83,2.82,13.43,4.81,2.89,10.58,-0.39,0.5
200101,-3.63,-4.21,0.64,16.39,3.35,-3.43,4.18,-8.42,-3.59,14.15,-0.54,6.46,11.63,3.86,15.43,-5.11,2.34,-1.94,-2.86,-10.23,14.81,18.75,14.56,-3.59,6.14,-1.34,10.49,-3.22,0.14,-2.77,0.54
200102,1.68,-5.87,9.86,-2.97,0.51,-0.7,-11.32,-0.1,-0.65,-1.18,0.92,-23.01,-8.86,-13.88,-0.4,3.74,2.65,23.47,0.32,6.62,-9.57,-15.48,-31.2,2.78,-6.18,-4.3,-5.83,0.34,-4.95,1.77,0.38
200103,-2.94,-8.97,0.31,-7.58,-6.16,-8.44,-0.78,-8.02,-4.49,-3.7,-1.11,-7.99,-1.47,-11.46,-1.86,-8.85,-1.9,19.32,0.19,2.06,-5.44,-12.39,-13.38,-5.59,-0.73,-5.18,-1.61,-4.59,-2.78,-7.24,0.42
200104,-1.34,-1.81,5.98,13.59,5.31,2.16,7.25,4.37,6.8,6.02,3.33,13.72,15,11.14,7.56,13.03,7.02,8.83,10.46,5.85,3.06,19.19,16.17,6.01,3.41,8.56,5.37,7.23,4.48,13.16,0.39
200105,2.93,5.03,2.59,10.37,3.64,5.7,3.98,3.34,2.91,2.58,2.25,0.56,0.22,4.29,-3.96,2.72,10.96,-13.26,0.51,0.33,-1,1.59,-6.16,2.09,5.01,-0.43,1.96,4.51,4.1,1.61,0.32
200106,-0.59,-4.66,-0.29,-1.18,1.07,1.13,-2.17,-2.59,-2.11,4.06,0.33,-6.74,-4.16,-7.58,4.58,-13.36,-4.12,-16.27,-7.18,-5.94,-2.79,4.35,-1.29,-4.15,-2.71,-1.81,-2.22,-3.5,1.01,-0.46,0.28
200107,3.67,1.1,-8.89,-6.12,-0.13,4.64,0.89,2.63,-3.07,9.16,0.11,-1.86,-2.19,-4.46,4.05,3.68,-5.95,-15.35,-1.84,-3.5,-0.43,-9.49,-4.08,5.84,0.09,0.62,5.71,4.19,-0.39,-8.74,0.3
200108,3.53,6.41,4.97,1.07,-3.93,1.33,-3.15,-2.8,-0.68,-2.25,0.61,-5.83,-5.02,-2.33,-13.9,-5.3,2.59,7.62,-3.24,0.99,-8.95,-12.67,-10.83,-1.36,-4,-4.25,-8.06,1.49,-5.34,-4.91,0.31
200109,0.73,-2.94,3.2,-16.11,-7.9,-4.94,-16.63,-0.3,-9.31,-17.52,-13.71,-21.72,-19.5,-13.15,-17.52,-23.86,-2.46,-15.5,-5.25,-5.82,-2.18,-12.68,-24.15,-8.36,-14.53,-8.54,-9.52,-13.12,-5.64,-10.9,0.28
200110,1.47,1.56,-2.6,8.26,0.24,1.38,7.8,1.4,3.64,5.8,6.07,2.64,10.86,2.84,-2.09,4.5,-4.02,29.53,4.67,1.58,-9.2,10.98,19.67,1.18,3.34,-6.84,3.63,3.08,-1.17,-0.63,0.22
200111,0.77,0.18,1.36,10.69,9.74,6.18,9.82,5.21,11.13,7.25,7.13,15.9,7.95,10.16,18.01,8.24,4.69,-14.16,-3.82,-1.15,6.2,11.44,20.43,9.65,11.79,-3.45,13.22,6.06,7.32,5.92,0.17
200112,2.76,1.77,-1.57,4.77,3.73,1.87,7.33,-2.74,-0.86,12.82,8.4,-2.46,6.65,5.46,-3.92,5.32,4.07,10.1,6.03,4.39,2.9,3.55,-3.8,2.59,1.73,0.99,5.13,4.27,3.05,4.55,0.15
200201,2.55,-3.62,8.59,4.39,0.7,2.75,5.57,-2.22,-1.16,3.71,0.98,-0.07,2.24,1.28,3.33,5.55,1.41,-9.1,-2.64,-3.89,-7.08,-3.98,3.5,0.2,6.84,3.33,2.23,6.43,-1.16,-6.35,0.14
200202,2.04,8.27,5.17,2.06,7.19,2.7,-0.85,-0.36,4.79,6.72,4.74,0.11,4,-0.47,5.77,8.44,4.22,-0.57,5.63,-0.25,-2.26,-7.67,-16.48,5.3,2.04,-2.26,0.45,-1.19,-1,2.79,0.13
200203,1.28,8.43,1.71,8.19,5.13,4.73,5.06,0.59,5.3,2.13,2.12,6.16,9.99,5.34,8.03,3.23,8.27,14.8,7.71,10.11,0.46,3.91,9.68,2.13,3.22,5.54,1.67,5.56,6.63,-0.41,0.13
200204,2.35,5.18,3.44,4.63,-1.93,0.31,1.62,-7.42,-4.92,8.84,3.67,-6.92,-2.32,-1.1,1.67,-3.2,0.54,-6.99,-4.45,0.25,-12.55,-13.5,-8.04,2.5,-4.49,-1.03,-2.04,4.13,-1.2,-12.04,0.15
200205,2.67,-0.36,4.67,-3.85,-0.27,-0.02,-1.63,-2.09,1.92,0.92,-1.53,0.42,-4.21,2.47,1.11,0.7,6.78,5.68,-0.66,-5.85,3.12,-3.98,-2.93,0.47,0.01,-5.5,-1.12,0.16,-0.08,-1.07,0.14
200206,-3.04,-0.14,-21.92,-6.36,-4.08,-2.82,-1.62,-9.47,-0.93,-3.81,-2.06,-5.14,-7.31,-7.15,-9.31,-0.25,-8.29,-6.2,0.14,-5.15,-14.26,-5.7,-18.45,-2.55,0,-5.87,-5.01,-4.16,-4.54,-4.45,0.13
200207,-8.98,-7.13,4.22,-14.75,-5.13,-2.47,-9.74,-2.4,-9.12,-22.34,-10.42,-20.19,-14.12,-8.63,-12.77,-8.1,-9.54,-30.05,-11.45,-11.85,-11.54,-10.25,-8.88,-5.78,-4.91,-10.72,-11.81,-9.41,-7.23,4.96,0.15
200208,0.2,2.53,9.06,4.68,3.46,1.84,-1.9,0.79,2.03,-2.74,-1.79,-4.81,-0.63,-0.44,-1.66,-9.5,5.44,9.96,0.67,3.56,0.48,1.78,-3.22,-0.55,-1.92,4.64,2.12,-3.49,2.2,-3.77,0.14
200209,-4.76,-5.39,-21.13,-4.71,-3.47,-2.44,-5.46,-5.72,-11,-7.41,-9.65,-18.35,-9.76,-8.9,-13.35,-9.34,-7.86,-8,-8.02,-10.66,-9.18,-14.11,-17.52,-10.08,-5.01,-6.23,-9.35,-13.3,-10.72,-14.5,0.14
200210,8.18,-0.26,5.04,11.04,5.76,3.23,9.11,5.83,5.86,4,3.32,6.8,9.94,5.9,-9.25,0.04,-7.97,4.3,3.34,-0.49,21.48,19.46,15.36,4.04,2.73,5.45,6.58,-0.17,7.68,1.26,0.14
200211,-0.43,-2.94,-6.47,9.25,-0.88,-1.89,4.89,3.83,9.54,10.97,5.08,18.4,12.16,11.68,17.96,7.25,6.25,10.43,3.11,1.69,11.95,10.47,21.4,7.73,4.66,-3.01,3.01,5.9,3.65,6.1,0.12
200212,0.81,-3.09,9.09,-13.7,-0.95,0.05,-4.64,-3.94,-4.17,-4.53,-1.85,-10.29,-9.07,-3.63,-8.92,-2.69,9.26,12.22,0.85,3.96,-8.96,-8.51,-16.02,-5.05,-1.08,-2.49,-7.91,-5.19,-4.35,-6.91,0.11
200301,-5.8,-5.75,-6.15,-7.76,1.22,-2.35,-3.79,-0.49,-5.93,-3.71,-3.45,-4.96,-5.62,-4.89,-2.44,-3.37,-0.49,-14.14,-2.28,-3.14,-3.38,-1.93,-0.88,-1.35,-5.04,-2.08,-4.99,-5.77,-1.23,-5.04,0.1
200302,-5.09,-0.74,1.33,-1.68,-4.73,-2.74,-2.26,-1.85,-4.12,-3.92,0.29,2.37,1.95,-0.23,-6.24,-8.5,-6.39,14.63,1.9,-3.85,-6.35,-1.34,3.58,-1.52,-3.2,-3.3,-0.42,-4.6,-2.97,1.66,0.09
200303,-0.46,1.1,-19.58,0.4,-2.12,6.6,6.48,3.89,3.53,-0.8,1.04,-3.16,-1.72,-3.49,-3.74,-5.37,-2.82,-3.41,1.65,4.4,-0.47,0.99,-2.16,0.88,3.46,-0.4,5.58,5.23,0.11,5.15,0.1
200304,4.94,2.3,2.81,14.53,8.25,3.56,7.26,4.42,10.07,12.06,7.69,10.46,8.76,10.81,19.17,9.18,6.66,2.37,-0.39,7.38,11.27,8.09,10.79,3.3,10.47,6.34,9.79,9.19,11.32,13.8,0.1
200305,5.19,10.29,32.56,6.75,6.6,2.95,4.33,3.99,0.93,4.4,10.68,13.1,6.19,6.87,3.81,11.44,11.61,25.53,8.54,10.19,6.31,5.76,13.83,2.79,4.04,6.97,2.59,7.74,5.81,-0.9,0.09
200306,0.81,0.91,11.01,5.05,-1.47,-2.42,-0.64,4.22,-1,-1.81,0.16,2.31,2.57,-0.01,3.35,6.52,5.87,0.81,-0.91,0.83,2.06,0.88,0.21,1.4,0.48,4.32,2.88,6.88,0.69,0.81,0.1
200307,-1.45,-1.75,-11.23,-0.63,-1.09,0.98,3.02,0.67,7.96,13.56,0.69,6.97,10.08,7.6,6.16,4.37,11.2,-12.48,-2.4,-5.12,-1.56,2.94,8.58,4.81,0.92,-0.77,4.4,2.33,4.6,0.31,0.07
200308,0.82,-1.96,2.6,4.96,0.97,1.1,5.69,-2.47,1.75,6.43,5.73,4.72,7.68,6.7,8.48,8.05,8.84,7.57,6.2,1.99,1.43,3.55,8.29,3.76,1.39,3.24,8.01,1.14,-0.67,3.65,0.07
200309,1.72,-1.47,8.18,-2.69,0.05,2.19,-0.76,0.32,-5.94,-2.88,0,-3.23,-7.75,-5.96,-4.94,-6.7,1.48,-2.26,-2.07,3.95,-5.58,0.72,-2.44,-2.03,-0.69,0.59,-5.74,2.02,0.73,-0.15,0.08
200310,3.62,5.77,6.21,4.26,7.65,4.53,11.66,0.8,6.7,3.36,10.61,19.31,12.82,9.94,9.15,11.16,14.21,9.83,1.62,1.62,6.76,3.29,13.2,7.94,10.09,4.86,9.93,6.96,7.13,-0.83,0.07
200311,3.12,2.42,11.66,4.8,2.19,-0.79,3.51,1.7,2.93,-0.71,4.06,3.61,4.07,7.49,3.88,-0.23,11.17,1.66,0.69,1.02,-0.53,0.85,3.12,1.05,-0.66,4.5,-0.4,3.93,0.79,0.09,0.07
200312,1.81,6.71,5.75,5.85,2.94,2.39,0.98,5.77,9.64,1.26,4.62,10.94,3.57,5.5,15.6,11,4.74,26.56,13.5,5.89,7.43,4.54,0.18,9.1,1.73,3.42,-3.16,-0.28,4.35,8.31,0.08
200401,1.2,-2.83,2.12,0.32,1.43,2.26,-1.27,3.11,-1.88,1.44,-2.16,-0.09,-1.47,-0.41,-3.28,2.49,-9.83,-7.31,0.4,1.98,1.5,3.93,4.96,-3.37,-3.86,3.02,-0.13,0.55,3.41,6.13,0.07
200402,6.1,2.65,3.88,1.24,1.12,3.05,5.8,0.97,2.74,10.44,6.87,6.51,0.57,-2.53,-1.41,-0.66,4.5,7.17,4.57,2.15,-0.71,-3.04,-2.68,3.57,0.26,2.32,6.81,7.17,2.85,-1.91,0.06
200403,1.1,-0.12,-3.94,1.51,-0.11,1.65,3.42,-3.81,-1.59,-2.27,3.62,-4.37,1.23,-0.39,-1.81,-4.64,3.09,7.04,-0.01,1.27,-2.32,-1.46,-2.38,0.67,-0.45,2.27,-0.04,0.85,-0.56,-4.65,0.09
200404,3.17,0.46,1.99,-2.28,0,2.3,-2.05,3.66,-0.55,-3.27,-4.26,-8.69,-2.46,-1.69,3.67,2.58,-18.08,3,2.7,-3.44,-0.41,-0.4,-7.97,1.26,0.32,0.99,-3.13,-0.75,-4.49,-1.35,0.08
200405,-2.05,2.31,-12.55,0.84,0.5,1.58,0.1,-0.32,0.68,-4.59,2.28,5.84,2.22,1.13,-2.84,0.97,5.31,6.69,0.62,1.31,-2.83,2.11,6.86,0.67,2.16,0.22,0.77,-2.97,1.92,3.51,0.06
200406,2.83,-0.14,6.11,3.58,-1.86,2.35,4.7,-0.3,5.51,3.12,1.66,9.48,6.07,6.81,5.38,9.03,2.39,13.89,5.34,2.11,0.68,3.55,1.36,5.3,6.28,2.96,-0.26,-0.36,0.68,5.08,0.08
200407,-4.92,-9.93,-3.65,-6.2,-4.23,-5.14,-5.02,-5.77,-3.22,-1.81,-3.42,-0.1,-6.09,-8.74,-3.55,1.05,2.29,-1.46,3.53,1.15,-1.23,-6.04,-10.12,-5.22,-4.38,-11.2,-3.31,2.52,-2.21,0.79,0.1
200408,0.27,1.98,3.3,-1.21,0.22,4.67,0.51,1.78,3.12,1.13,4.1,-0.16,-2.28,0.62,-3.3,0.13,7.49,-4.91,-1.19,3.78,1.41,-2.71,-5.9,0.27,-0.47,-2.33,-0.64,-2.48,3.25,-0.83,0.11
200409,-0.42,-7.79,-2.37,4.4,1.49,-2.79,2.96,-1.31,4.45,3.67,5.06,7.91,6.13,2.25,2.22,0.69,6.59,8.75,8.88,1.49,1.45,4.35,2.57,0.13,3.47,0.12,2.98,4.77,0.32,2.61,0.11
200410,3.85,1.19,2.95,2.53,2.38,-3.36,4.84,-2.29,0.58,6.38,0.9,-3.44,-0.84,3.01,-4.18,-2.24,-2.45,-0.34,0.76,4.36,3.46,4.36,5.58,-3.19,6.38,2.75,3.48,2.93,0.68,1.52,0.11
200411,3.43,-0.54,17.55,7.08,2.86,4.21,4.27,0.81,8.9,5.32,6.91,12.97,7.83,8.34,8.26,6.91,3.89,25.57,6.4,5.04,3.68,6.63,5.31,6.01,5.79,8.59,2.51,7.69,4.82,4.79,0.15
200412,5.2,4.52,7.64,7.89,1.53,4.31,5.98,5.82,2.99,4.37,6.22,-1.57,3.32,4.38,5.12,0.7,-2.46,-2.87,-2.11,2.64,4.44,3.38,3.2,3.76,3.93,6.05,3.15,5.24,4.39,3.55,0.16
200501,0.08,-0.51,4.52,-4.45,-3.2,-1.1,-2.49,-3.89,-1.31,-3.14,3.32,-0.24,-4.93,-1.02,-7.84,-0.99,-2.55,4.71,3.1,1.94,-4.01,-5.56,-6.06,-3.1,-7.67,-2.56,-0.84,0.49,-1.96,-1.26,0.16
200502,-0.77,1.62,3.28,-0.91,0.31,0.13,2.15,2.64,8.43,0.78,3.85,9.86,6.62,2.5,-0.17,4.41,11.4,14.29,19.63,2.51,-0.13,-1.37,1.99,2.57,2.75,3.24,0.51,1.4,-0.11,-0.48,0.16
200503,-0.98,-0.78,0.52,-0.43,-1.28,-0.38,-1.02,-0.2,-1.83,-6.25,-3.5,-7.24,-2.91,-2.4,-8.32,2.51,-5.63,-3.31,-3.29,0.85,0.09,-1.93,-2.33,-0.34,-1.46,-1.64,0.66,0.39,-3.02,1.71,0.21
200504,0.1,2.4,-1.13,-4.51,-2.81,-2.62,-7.15,4.16,-7.24,-5.74,-1.71,-9.55,-5.21,-7.74,-11.07,-0.64,-9.16,-5.93,-5.4,2.35,-1.77,-4.31,-4.04,-7.67,-5.27,-2.5,-5.53,-5.64,-0.71,-0.1,0.21
200505,2.17,2.65,3.42,4.58,-0.43,1.93,6.9,1.69,0.46,6.15,6.07,0.46,5.89,7.14,10.47,5.5,1.44,10.64,2.17,1.87,1.7,5.35,10.62,0.88,5.05,4.53,6.84,8.32,3.57,1.93,0.24
200506,-1.78,-3.7,-2.11,-0.65,-0.19,-2.3,6.19,-0.34,-0.72,1.94,3.87,-2.72,0.82,-2.62,3.2,0.36,5.03,7.41,5.93,5.8,0.4,-0.95,-0.92,-2.86,-3.19,1.77,3.31,-2.19,2.7,-2.79,0.23
200507,1.84,1.9,3.82,4.25,2.67,3.64,3.25,3.97,4.86,3.09,9.68,13.4,10.65,7.1,7.79,2.69,4.22,21.2,6.02,3.2,3.22,5.44,6.86,5.32,8.11,5.48,6.3,4.73,1.98,-0.06,0.24
200508,-1.28,0.78,4.84,-0.43,1.02,-0.74,-3.72,-0.03,-5.76,-1.88,-2.24,-0.47,1.12,0.61,-3.87,0.24,3.19,9.05,5.91,1.53,-0.83,0.73,-0.93,-2.64,-3.17,-1.03,-6.28,-4.52,-1.15,-2.12,0.3
200509,0.94,0.84,5.03,-1.07,-3.11,1.59,-1.13,-1.66,-1.56,-4.27,2.84,3.35,-0.03,2.7,-6.14,1.82,14.62,9.73,7.49,4.67,-1.22,0.24,1.72,0.16,3.43,0.3,-1.85,0,1.48,0.83,0.29
200510,-3.19,0.85,1.97,-2.45,-6.73,-3.01,-1.79,-2.98,2.61,-3.79,-8.56,-4.08,-4.35,-3.87,-6.38,-4.22,-5.85,-9.59,-9.91,-6.58,-2.83,1.85,-4.21,0.9,3.28,-1.63,2.56,0.43,2.79,0.65,0.27
200511,0.29,1.78,-2.31,6.01,3.29,3.37,6.31,1.88,3.7,5.5,5.89,13.13,7.59,7.22,-0.69,4.97,7.65,0.98,1.35,0.1,2.87,5.78,7.58,7.86,7.77,4.79,4.09,7.1,4.83,5.02,0.31
200512,0.06,-1.82,4.53,-2.46,0.87,1.88,0.38,2.72,0.91,1.19,0.11,4,0.91,-0.4,-1.2,3.02,8.19,1.73,0.76,1.55,-1.26,-1.77,-1.14,1.77,1.44,1.33,-0.77,1.35,0.62,-0.04,0.32
200601,2.16,-0.31,-2.1,5.1,0.7,3.11,2.27,2.5,3.55,-2.61,9.56,15.29,11.69,6.78,5.46,2.36,17.34,15.49,12.83,3.37,4.07,3.44,5.14,-2.17,4.5,7.3,1.01,4.6,1.66,-2.5,0.35
200602,1.82,2.29,0.23,0.71,2.41,1.46,1.09,1.41,0.07,3.8,-2.57,-2.61,-0.09,3.48,-2.13,5.36,-8.67,-8.19,-7.78,0.57,3.65,-2.38,1.04,1.25,1.47,1.95,1.65,2.52,1.95,2.25,0.34
200603,3.26,0.54,0.49,4.04,1.08,-0.01,3.43,-0.59,1.67,-1.56,3.3,12.53,3.48,5.38,2.85,4,6.77,6.17,4.29,-3.25,2.2,3.31,3.42,3.74,5.01,4.36,2.54,2.8,1.01,5.67,0.37
200604,2.4,1.25,3.7,2.68,-0.11,1.8,-0.96,-1.57,3.29,1.47,0.02,8.04,6.26,1.23,-0.8,5.52,8.26,21.05,4.55,2.21,2.04,-0.91,0.03,5.93,0.83,-2.8,-1.11,0.12,3.16,0.63,0.36
200605,3.97,4.27,-0.52,-1.08,2.69,-3.54,-4.84,-1.75,-1.8,1.75,-8.33,-4.16,-3.22,-3.86,2.9,-0.84,-11.09,-1.21,-3.02,1.94,0.17,-5.57,-6.9,-2.08,-1.17,-1.76,-1.06,-3.07,-3.18,-0.66,0.43
200606,-0.72,-0.47,3.35,1.06,0.46,1.13,0.11,0.26,-0.75,1.88,-3.28,3.33,-0.48,1.96,2.17,0.16,1.53,-5.7,3.55,2.8,3.26,1.29,-2.75,-2.37,4.44,-0.85,0.86,2.1,0.01,-1.96,0.4
200607,2.54,4.84,9.44,-6.62,-1.21,0.78,-2.44,4.67,-3.91,-3.04,-7.04,-3.76,-5.53,-5.54,-3.32,-2.82,-1.74,-12.19,6.16,5.28,2.89,-2.7,-4.38,-4.65,-11.06,-1.65,-4.32,-5.63,1.69,0.21,0.4
200608,3.24,2.67,4.73,2.8,4.46,7.02,4.33,2.71,4.32,1.82,2.22,-2.05,-0.3,1.75,3.62,-0.2,2.8,-10.01,-2.56,2.74,2.53,4.66,9.58,2.88,-0.36,2,2.77,3.37,1.92,4.21,0.42
200609,1.26,0.28,-5.98,5.41,1.37,2.26,9.42,2.08,2.91,2.03,-1.18,0.42,0.59,3.93,3.7,4.14,-6.67,-14.64,-3.04,-1.7,3.81,4.64,3.25,2.5,4.27,1.78,6.73,7.47,4.04,4.31,0.41
200610,0.35,0.84,5.83,9.09,6.13,3.62,8.38,2.07,6.18,0.92,5.47,11.42,3.44,5.56,4.32,3.41,8.95,14.92,5.42,5.75,5.7,6.82,2.6,5.36,6.5,5.38,3.59,8.13,2.47,1.46,0.41
200611,1.66,-0.05,3.84,4.99,2.48,0.93,4.95,0.47,3.24,3.78,6.75,9.15,4.64,2.15,1.41,4.83,7.67,6.26,9.04,3.41,1.21,2.58,4.43,3.08,2.78,2.55,-1.8,2.08,1.38,1.74,0.42
200612,1.93,2.83,3.41,4.77,2.28,1.64,0.59,0.48,1.48,-1.25,0.06,-2.31,0.49,-0.08,1.86,0.42,-2.41,-12.26,-1.37,1.07,4.69,0.19,-0.86,1.44,-1.94,0.03,2.17,2.56,4.24,4.87,0.4
200701,1.29,2.09,1.73,6.43,-0.17,2.58,3.28,3.94,4.18,8.41,3.18,10.15,1.74,4.04,6.52,4.57,7.44,1.97,-0.87,0.84,3.23,3.87,1.59,1.83,4,4.44,4.41,1.51,0.87,-1.24,0.44
200702,-1.12,-2.26,-3.13,-4.16,0.26,-1.02,2.17,-2.42,2.51,5.34,-0.62,3.1,2.95,-1.24,1.23,-1.21,7.33,2.33,-1.85,4.57,-2.26,-3.05,-0.8,1.83,-0.42,0.4,0.04,-1.19,-2.14,-1.89,0.38
200703,3.22,2.91,5.3,0.36,-1.09,-0.44,1.14,0.22,2.48,-3.12,-3.89,6.54,2.99,0.02,2.92,0.93,2.39,2.85,6.43,4.73,2.76,1.56,0.68,1.64,0.24,3.18,0.77,1.6,0.07,1.56,0.43
200704,4.65,5.29,3.22,2.16,3.19,4.04,2.16,7.28,2.27,8.89,4.44,3.82,7.04,6.57,6.27,6.8,5.75,14.82,5.42,4.38,2.38,4.58,5.57,5.85,3.35,1.85,2.57,2.87,4.11,3.88,0.44
200705,1.64,3.82,3.03,2,6.96,-0.62,5.29,1.53,5.45,10,7.49,11,6.24,7.84,4.39,6.61,6.5,13.7,7.3,1.6,7.54,4.68,4.46,4.6,4.92,3.44,2.4,4.21,3.32,3.09,0.41
200706,1.09,-1.66,0.34,-1.42,-2.13,-2.74,0.1,-3,2.33,0.55,-4.87,-3.06,2,-0.95,5.54,-1.33,1.6,-8.15,1.52,-4.39,-1.32,-0.72,2.48,-0.43,-1.44,-1.28,-1.34,-3.69,-3.18,1.42,0.4
200707,-3.99,-0.77,-4.72,-1.5,-7.14,0.1,-4.19,-3.58,-0.31,-3.37,-5.3,-2.27,1.66,0.37,-7.42,3.71,6.61,-13.41,-0.37,-3.41,-2.7,-2.64,0.41,-1.92,-0.53,-4.41,-5.22,-1.6,-7.18,0.6,0.4
200708,3.2,3.88,4.67,3.54,-6.16,2.72,-2.6,2.67,2.85,-2.15,-1.78,-2.22,1.64,1.64,-1.11,-0.91,-3.11,-0.63,0.75,2.43,-0.45,1.72,4.08,0.16,-1.57,2.23,1.55,3.03,1.95,1.3,0.42
200709,5.39,7.12,1.28,10.27,-0.87,5.93,2.64,3.87,5.47,-4.94,-0.92,8.88,4.96,5.07,6.34,7.44,12.48,13.95,8.02,3.83,2.44,4.36,4.08,1.96,0.55,1.44,-1.61,3.3,2.27,6.94,0.32
200710,1.86,4.47,4.96,0.19,1.63,1.63,-0.57,1.87,3.69,5.81,4.81,2.84,-0.82,-0.04,0.85,-0.64,10.7,19.5,2.72,7.06,-1.81,10.08,4.37,1.19,2.65,2.97,0.03,5.28,-1.05,0.9,0.32
200711,0.76,2.45,6.92,-8.04,-6.99,3.88,-7.21,0.37,-4.3,-5.63,-8.69,-5.59,-2.37,4.12,-13.12,-3.49,-10.17,4.26,-4.24,-0.24,-6.22,-6.98,-7.24,-5.45,-3.2,-7,-2.44,-4.77,-5.83,-4.75,0.34
200712,1.93,-0.75,-1.71,-3.88,-1.6,-0.99,-6.72,-3.8,4.44,-5.83,-0.24,1.39,3.46,0.83,-2.47,1.07,-1.54,14.08,7.72,1.2,-0.11,1.91,0.69,0.2,-3.02,-0.27,-2.85,-4.18,-3.79,-1.99,0.27
200801,-6.69,-7.67,-0.09,-9.24,-6.79,-8.25,-0.16,-4.34,-5.49,1.45,-2.07,-10.76,-9.64,-10.63,-4.28,-6.26,-4.14,-2.96,-9.07,-6.73,-7.6,-9.37,-14.07,-4.03,2.47,-3.96,1.94,-6.12,-0.93,-3.96,0.21
200802,3.15,1.25,-2.73,-5.76,-8.92,0.2,-4.07,-0.78,4.44,-1.6,-5.79,6.86,3.41,-0.98,-6.79,-2.27,9.32,8.81,6.88,-2.93,-3.55,-5.74,-1.61,-3.32,-3.87,-2.05,-6.01,-0.34,-10.68,-3.71,0.13
200803,0.92,3.92,0.18,-1.81,-5.21,3.74,3.94,-1.63,-1.39,-0.72,2.64,-0.29,-0.21,0.56,-3.76,-3.35,-7.38,-7.49,-2.64,1.01,-0.03,0.23,0.53,-0.4,2.98,-1.89,2.73,3.13,-3.66,6.72,0.17
200804,3.31,-2.53,-9.39,-0.68,2.26,-3.27,2.56,0.6,9.65,8.14,4.1,7.55,9.59,2.66,14.29,9.14,8.58,21.26,10.54,6.49,4.82,7.05,6.99,-0.61,5.8,1.49,6.08,4.87,5.8,-6.97,0.18
200805,2.34,1.62,10.5,-0.39,1.22,0.31,3.91,1.81,3.51,-2.06,4.37,8.69,6,11.45,-2.92,0.21,4.84,23.74,3.66,3.72,5.04,4.6,6.33,2.46,3.87,7.2,0.37,-1.11,-3.91,-2.12,0.18
200806,-7.98,-4.84,-6.44,-19.19,-11.21,-7.73,-12.31,-2.83,-4.43,-14.92,-11.55,-7.11,-6.12,-12.01,-22.63,-16.33,0.19,21.31,2.08,-0.35,-10.78,-7.62,-9.58,-13.09,-9.88,-7.07,-8.01,-9.84,-17.25,-11.11,0.17
200807,3.21,2.77,2.07,0.3,-5.41,7.93,-3.56,6.92,-0.48,-10.17,-1.42,-11.32,-4.8,-0.17,-3.47,1.32,-13.2,-22.88,-15.02,-6.99,-2.8,-1.17,0.1,4.39,5.33,1.44,0.92,1.77,6.94,3.4,0.15
200808,-0.36,1.32,3.44,3.85,4.06,6.13,9,1.93,-2.59,14.47,4.37,-6.7,0.48,-1.34,0.28,3.71,-5.67,-6.12,0.41,-0.31,4.03,2.01,3.18,3.15,1.74,3.31,6.29,4.02,0.06,1.54,0.13
200809,-3.34,2.02,-5.11,-14.02,-13,-0.27,-0.33,-5.8,-18.29,-5.29,-11.13,-30.88,-20.73,-15.48,-10.57,-14.81,-25.47,-37.81,-10.66,-11.82,-12.62,-8.39,-15.73,-5.88,-9.09,-9.99,-5.05,-4.57,-4.15,-7.95,0.15
200810,-10.92,-14.6,-5.26,-29.67,-26.4,-13.59,-21.53,-10.87,-20.9,-28.25,-29.14,-32.83,-29.53,-24.62,-36.34,-15.48,-34.38,-29.27,-16.05,-11.03,-16.14,-18.72,-17.5,-18.35,-11.79,-20.93,-14.48,-12.42,-20.06,-21.29,0.08
200811,-8.55,3.83,-10.56,-21.13,-12.57,-2.67,-13.6,-7.33,-16.35,-27.6,-3.03,-12.11,-8.2,-0.44,-6.2,-12.15,2.54,-29.11,1.09,1.26,-2.28,-9.27,-11.81,-4.73,-8.92,-11.49,-7.56,-6.33,-13.92,-10.59,0.03
200812,1.37,-1.68,-0.63,9.06,-1.38,-2.03,3.02,6.74,-2.37,12.45,4.59,15.97,3.19,5.61,-3.02,8.04,14.37,-4.28,-2.33,-2.06,3.56,2.57,1.97,-5.38,-1.82,6.59,3.53,11.11,1.62,-0.65,0
200901,0.41,-7.41,-1.23,-13.18,-12.95,-10.84,-11.73,-2.19,-6.56,-25.12,-13.84,-16.85,-9.97,-12.03,-9.96,-4.35,-8.76,2.17,-3.64,-0.82,-9.96,-3.19,-3.25,-9.92,-16.11,-1.4,-8.68,-7.72,-20.89,-17.27,0
